user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,sleep_quality_norm,sleep_duration_norm,mental_fatigue_norm,stress_level_norm,mri_additive,mri,age_group,notification_group,mri_multiplicative,mri_zscore,mri_weighted
11,41,Male,Designer,5.69,65,7.4,5.78,7.9,1,13,86,7.91,0.5311111111111111,0.68,0.7677777777777778,0.7666666666666667,-0.08083333333333331,-0.08083333333333331,35-50,Low,0.6844724671542192,-0.09339637114722502,0.049000000000000016
12,53,Female,Designer,2.03,88,8.6,5.79,5.23,0,91,294,3.37,0.5322222222222223,0.9199999999999999,0.26333333333333336,0.47000000000000003,0.17972222222222223,0.17972222222222223,50-70,High,2.8251754599973893,0.7730353927938594,0.269611111111111
13,57,Male,Designer,2.79,3,7.41,10.0,1.87,3,111,203,1.57,1.0,0.682,0.06333333333333334,0.09666666666666668,0.3805,0.3805,50-70,Medium,25.239279267005003,1.652760064016273,0.48849999999999993
14,41,Male,Student,4.67,82,4.23,4.66,7.93,4,43,286,9.04,0.4066666666666667,0.04600000000000008,0.8933333333333332,0.77,-0.30266666666666664,-0.30266666666666664,35-50,High,0.27496959010813654,-0.9085203371254951,-0.17883333333333332
15,20,Male,Designer,5.9,76,6.53,5.36,8.09,4,105,104,8.29,0.48444444444444446,0.506,0.8099999999999999,0.7877777777777778,-0.15183333333333332,-0.15183333333333332,20-35,Low,0.5218851252719333,-0.35646063559810437,-0.02350000000000005
16,39,Female,Manager,2.64,82,7.63,7.14,5.35,2,24,80,5.84,0.6822222222222222,0.726,0.5377777777777778,0.4833333333333333,0.0967777777777778,0.0967777777777778,35-50,Low,1.743637178338241,0.5659901739464198,0.2160555555555555
17,19,Male,Freelancer,3.5,76,4.22,8.25,4.36,4,63,206,4.57,0.8055555555555556,0.04399999999999995,0.3966666666666667,0.37333333333333335,0.01988888888888886,0.01988888888888886,10-20,Medium,1.747284845321502,0.3473830424348129,0.13894444444444443
18,41,Female,Manager,8.05,54,7.81,6.23,6.99,0,1,104,5.75,0.5811111111111111,0.7619999999999999,0.5277777777777778,0.6655555555555556,0.03744444444444439,0.03744444444444439,35-50,Low,1.2105815761647074,0.32332512295260907,0.15522222222222215
19,47,Male,Freelancer,4.76,11,5.41,6.82,7.48,3,37,131,5.57,0.6466666666666667,0.28200000000000003,0.5077777777777778,0.7200000000000001,-0.07477777777777778,-0.07477777777777778,35-50,Medium,0.8855739782447988,-0.03170302496219155,0.051277777777777755
20,55,Male,Teacher,1.01,65,6.94,8.61,2.94,3,77,209,1.97,0.8455555555555555,0.5880000000000001,0.10777777777777778,0.21555555555555556,0.27755555555555556,0.27755555555555556,50-70,High,10.316896301667876,1.2351732426578033,0.37827777777777777
21,19,Male,Doctor,1.49,36,8.83,7.93,2.64,3,5,143,1.88,0.77,0.966,0.09777777777777777,0.18222222222222223,0.364,0.364,10-20,Medium,14.10821647324307,1.4967475100999956,0.4549999999999999
22,38,Female,Freelancer,4.95,113,8.97,4.85,8.99,0,47,148,9.36,0.42777777777777776,0.9940000000000001,0.9288888888888889,0.8877777777777778,-0.09872222222222221,-0.09872222222222221,35-50,Medium,0.5170096403411197,-0.1907571295182589,0.034888888888888886
23,50,Female,Software Engineer,1.54,22,7.17,9.57,1.0,1,87,249,1.0,0.9522222222222223,0.634,0.0,0.0,0.39655555555555555,0.39655555555555555,50-70,High,68.6169,1.6800228077209511,0.49177777777777776
24,29,Male,Researcher,2.57,54,6.46,6.38,4.73,2,99,45,3.29,0.5977777777777777,0.492,0.2544444444444445,0.4144444444444445,0.10522222222222219,0.10522222222222219,20-35,Low,2.6484767088428636,0.5436161758129463,0.19844444444444442
25,39,Female,Designer,7.55,18,4.89,6.15,8.95,4,80,136,9.25,0.5722222222222223,0.17799999999999994,0.9166666666666666,0.8833333333333333,-0.2624444444444444,-0.2624444444444444,35-50,Medium,0.36326136192057984,-0.6895403598549081,-0.11522222222222223
26,42,Female,Student,5.32,66,5.04,5.6,6.95,2,27,88,6.83,0.5111111111111111,0.20800000000000002,0.6477777777777778,0.6611111111111111,-0.14744444444444446,-0.14744444444444446,35-50,Low,0.5945837766097517,-0.3405328965825955,-0.03088888888888891
27,44,Male,Freelancer,5.34,87,6.15,3.71,10.0,2,109,262,8.86,0.3011111111111111,0.43000000000000005,0.8733333333333333,1.0,-0.28555555555555556,-0.28555555555555556,35-50,High,0.2575225733634312,-0.888435599359588,-0.16177777777777777
28,59,Female,Student,6.38,22,7.51,6.23,7.26,3,98,67,8.9,0.5811111111111111,0.702,0.8777777777777778,0.6955555555555555,-0.07255555555555554,-0.07255555555555554,50-70,Low,0.7241046831955923,-0.041264850020309954,0.06422222222222221
29,45,Male,Designer,8.1,3,7.85,6.87,9.62,4,65,232,8.74,0.6522222222222223,0.7699999999999999,0.86,0.9577777777777777,-0.09888888888888892,-0.09888888888888892,35-50,High,0.6414161477090539,-0.08932862275530215,0.057222222222222174
30,33,Female,Doctor,2.43,17,5.11,8.77,1.0,2,38,240,1.53,0.8633333333333333,0.22200000000000006,0.05888888888888889,0.0,0.25661111111111107,0.25661111111111107,20-35,High,29.290653594771243,1.1602712732127785,0.34588888888888886
31,32,Female,Manager,2.56,11,6.68,7.34,4.48,3,84,285,4.71,0.7044444444444444,0.5359999999999999,0.4122222222222222,0.3866666666666667,0.11038888888888887,0.11038888888888887,20-35,High,2.323665453442523,0.6142480952049267,0.22077777777777774
32,20,Male,Designer,2.09,34,6.96,8.54,4.18,0,40,287,4.27,0.8377777777777777,0.592,0.3633333333333333,0.3533333333333333,0.1782777777777778,0.1782777777777778,20-35,High,3.3301435406698565,0.9050648653708276,0.29788888888888887
33,54,Male,Student,9.43,26,8.47,3.12,10.0,3,115,136,9.7,0.23555555555555557,0.8940000000000001,0.9666666666666666,1.0,-0.20927777777777773,-0.20927777777777773,50-70,Medium,0.2724371134020619,-0.6521593728687307,-0.08738888888888888
34,24,Other,Software Engineer,6.2,42,8.38,8.36,5.59,3,2,148,7.25,0.8177777777777777,0.8760000000000001,0.6944444444444444,0.51,0.12233333333333335,0.12233333333333335,20-35,Medium,1.7286237739806305,0.7221232433511415,0.2643333333333333
35,38,Female,Doctor,1.83,77,8.09,7.94,2.37,0,70,106,1.45,0.7711111111111112,0.818,0.049999999999999996,0.15222222222222223,0.3467222222222222,0.3467222222222222,35-50,Low,18.691866724865417,1.434777653036982,0.4339444444444444
36,26,Female,Researcher,2.99,94,6.58,7.57,4.56,4,0,265,4.96,0.73,0.516,0.44,0.3955555555555555,0.10261111111111114,0.10261111111111114,20-35,High,2.2022937889077534,0.600428757154446,0.21738888888888888
37,56,Male,Designer,7.53,66,4.33,6.57,8.33,4,48,103,9.11,0.6188888888888889,0.06600000000000002,0.9011111111111111,0.8144444444444444,-0.2576666666666666,-0.2576666666666666,50-70,Low,0.37487794239539945,-0.6554458975578605,-0.10999999999999999
38,35,Male,Freelancer,1.26,68,5.67,8.39,1.5,4,109,97,1.0,0.8211111111111111,0.33399999999999996,0.0,0.05555555555555555,0.2748888888888889,0.2748888888888889,35-50,Low,31.7142,1.2042683473858062,0.3597777777777777
39,21,Male,Software Engineer,7.53,63,7.11,5.33,10.0,1,34,291,10.0,0.4811111111111111,0.6220000000000001,1.0,1.0,-0.2242222222222222,-0.2242222222222222,20-35,High,0.37896300000000005,-0.5912634987956551,-0.07611111111111113
40,42,Male,Researcher,9.2,92,7.19,2.99,10.0,2,34,32,8.11,0.22111111111111115,0.6380000000000001,0.7899999999999999,1.0,-0.23272222222222216,-0.23272222222222216,35-50,Low,0.26508138101109746,-0.7458272637115557,-0.12111111111111109
41,31,Female,Designer,1.51,102,8.25,5.44,7.76,3,48,44,8.22,0.4933333333333334,0.85,0.8022222222222223,0.7511111111111111,-0.05250000000000002,-0.05250000000000002,20-35,Low,0.7035894348709458,-0.012370942269256002,0.07449999999999996
42,26,Female,Doctor,2.68,51,5.9,7.08,3.92,1,61,153,3.39,0.6755555555555556,0.38000000000000006,0.26555555555555554,0.3244444444444444,0.1163888888888889,0.1163888888888889,20-35,Medium,3.143398952501355,0.6138617172093592,0.21344444444444444
43,43,Female,Student,1.02,16,8.68,9.37,1.0,2,15,36,1.0,0.9299999999999999,0.9359999999999999,0.0,0.0,0.46649999999999997,0.46649999999999997,35-50,Low,81.3316,1.9107081477121635,0.5594999999999999
44,19,Male,Manager,1.98,82,4.82,7.73,1.91,3,64,227,1.31,0.7477777777777779,0.16400000000000006,0.03444444444444445,0.1011111111111111,0.1940555555555556,0.1940555555555556,10-20,High,14.89093161744135,0.8960375107746134,0.2756111111111112
45,37,Female,Freelancer,6.55,98,4.25,5.36,6.51,4,1,145,9.02,0.48444444444444446,0.05,0.8911111111111111,0.6122222222222222,-0.2422222222222222,-0.2422222222222222,35-50,Medium,0.38794145796506146,-0.6720058271187765,-0.11861111111111113
46,45,Female,Manager,1.4,32,4.88,7.55,4.85,0,1,272,4.72,0.7277777777777777,0.176,0.41333333333333333,0.42777777777777776,0.015666666666666676,0.015666666666666676,35-50,High,1.6094705573999655,0.3005546780663886,0.13049999999999995
47,24,Female,Doctor,4.83,71,6.31,5.72,6.43,1,66,83,5.68,0.5244444444444444,0.4619999999999999,0.52,0.6033333333333333,-0.034222222222222265,-0.034222222222222265,20-35,Low,0.988248307887762,0.048109965207121415,0.07438888888888885
48,25,Female,Researcher,5.53,51,8.11,7.31,6.43,0,58,170,6.44,0.701111111111111,0.8219999999999998,0.6044444444444445,0.6033333333333333,0.07883333333333328,0.07883333333333328,20-35,Medium,1.4316649440221012,0.5202573256282217,0.20933333333333326
49,52,Other,Researcher,9.16,100,4.77,3.95,10.0,4,41,298,8.9,0.3277777777777778,0.15399999999999991,0.8777777777777778,1.0,-0.34900000000000003,-0.34900000000000003,50-70,High,0.21170224719101124,-1.094575475518638,-0.22233333333333338
50,31,Female,Teacher,5.27,34,6.74,5.41,9.21,2,98,113,8.57,0.49,0.548,0.8411111111111111,0.9122222222222223,-0.17883333333333334,-0.17883333333333334,20-35,Low,0.4619731229182424,-0.4405039130037167,-0.04216666666666671
51,34,Male,Manager,2.28,19,7.88,9.68,1.53,0,31,157,2.08,0.9644444444444444,0.776,0.12000000000000001,0.05888888888888889,0.39038888888888884,0.39038888888888884,20-35,Medium,23.968828557063844,1.6711814011477943,0.49577777777777776
52,53,Male,Designer,3.6,80,4.17,8.47,4.19,0,15,91,4.41,0.8300000000000001,0.03399999999999999,0.3788888888888889,0.3544444444444445,0.03266666666666668,0.03266666666666668,50-70,Low,1.9114672121832026,0.4009810939855949,0.15233333333333332
53,57,Other,Software Engineer,7.05,44,4.21,4.78,9.74,2,108,226,10.0,0.42000000000000004,0.041999999999999996,1.0,0.9711111111111111,-0.3772777777777778,-0.3772777777777778,50-70,High,0.20660985626283365,-1.146934660302167,-0.23672222222222225
54,21,Female,Software Engineer,2.01,76,6.45,7.69,4.65,1,48,293,5.48,0.7433333333333334,0.49000000000000005,0.4977777777777778,0.4055555555555556,0.08249999999999998,0.08249999999999998,20-35,High,1.9464916411584647,0.539768705237267,0.20199999999999996
55,19,Male,Freelancer,3.09,67,4.91,7.12,6.38,1,52,274,5.57,0.68,0.18200000000000002,0.5077777777777778,0.5977777777777777,-0.060888888888888854,-0.060888888888888854,10-20,High,0.9837519627651492,0.02603848262620638,0.062388888888888855
56,23,Male,Manager,9.96,49,6.25,3.07,10.0,3,65,299,8.86,0.22999999999999998,0.45,0.8733333333333333,1.0,-0.29833333333333334,-0.29833333333333334,20-35,High,0.21656320541760724,-0.9645943950596485,-0.18166666666666667
57,59,Female,Doctor,1.05,57,4.22,8.49,3.0,3,36,297,3.65,0.8322222222222222,0.04399999999999995,0.29444444444444445,0.2222222222222222,0.08988888888888888,0.08988888888888888,50-70,High,3.271945205479452,0.5902944830528911,0.19894444444444442
58,21,Other,Freelancer,2.37,29,8.88,8.71,2.43,4,52,59,1.72,0.8566666666666668,0.9760000000000002,0.08,0.1588888888888889,0.3984444444444445,0.3984444444444445,20-35,Low,18.505311513063454,1.6528894351354562,0.4960555555555556
59,46,Male,Doctor,8.59,69,7.27,4.77,10.0,2,50,232,10.0,0.41888888888888887,0.6539999999999999,1.0,1.0,-0.2317777777777778,-0.2317777777777778,35-50,High,0.34677899999999995,-0.6454255829101702,-0.08988888888888896
60,35,Female,Doctor,1.91,1,7.43,10.0,1.0,2,75,234,1.7,1.0,0.6859999999999999,0.07777777777777778,0.0,0.40205555555555555,0.40205555555555555,35-50,High,43.705882352941174,1.7234079701066292,0.5059444444444444
61,43,Female,Software Engineer,1.3,78,6.55,7.06,3.94,3,65,244,3.39,0.6733333333333333,0.51,0.26555555555555554,0.32666666666666666,0.14777777777777779,0.14777777777777779,35-50,High,3.462183489810281,0.7209868913563764,0.24472222222222217
62,51,Male,Student,2.09,33,8.12,7.27,3.83,1,87,29,3.83,0.6966666666666667,0.8239999999999998,0.31444444444444447,0.31444444444444447,0.2229444444444444,0.2229444444444444,50-70,Low,4.024323568911097,0.9915282718555616,0.32405555555555554
63,27,Male,Software Engineer,7.24,51,8.17,6.62,9.1,1,1,114,8.88,0.6244444444444445,0.834,0.8755555555555556,0.8999999999999999,-0.07927777777777778,-0.07927777777777778,20-35,Low,0.6693074943074943,-0.03626521604793875,0.07194444444444442
64,53,Female,Student,9.94,83,4.8,4.61,10.0,3,1,240,8.95,0.40111111111111114,0.15999999999999998,0.8833333333333333,1.0,-0.33055555555555555,-0.33055555555555555,50-70,High,0.24724022346368715,-0.9977045633726835,-0.1962777777777778
65,31,Female,Freelancer,6.32,15,7.84,4.45,9.38,2,28,172,10.0,0.38333333333333336,0.768,1.0,0.9311111111111112,-0.19494444444444448,-0.19494444444444448,20-35,Medium,0.37194029850746263,-0.5376394669276829,-0.06005555555555561
66,48,Female,Freelancer,2.12,42,6.83,7.36,4.44,0,65,151,4.97,0.7066666666666667,0.5660000000000001,0.44111111111111106,0.38222222222222224,0.1123333333333334,0.1123333333333334,35-50,Medium,2.2780285315496585,0.622811910998483,0.2241666666666667
67,32,Female,Freelancer,2.65,63,7.81,5.83,6.45,0,14,293,7.11,0.5366666666666666,0.7619999999999999,0.6788888888888889,0.6055555555555556,0.003555555555555534,0.003555555555555534,20-35,High,0.9928651642516817,0.1895517585402168,0.1214444444444444
68,25,Male,Doctor,5.84,112,8.59,6.22,6.97,4,105,112,7.96,0.58,0.9179999999999999,0.7733333333333333,0.6633333333333333,0.015333333333333282,0.015333333333333282,20-35,Low,0.963025313079025,0.25557343912250635,0.14516666666666664
69,31,Female,Researcher,7.44,92,5.68,5.68,9.92,1,101,225,10.0,0.52,0.33599999999999997,1.0,0.991111111111111,-0.2837777777777778,-0.2837777777777778,20-35,High,0.32522580645161286,-0.7790237199336917,-0.1322222222222222
70,40,Male,Teacher,6.97,26,6.85,6.03,10.0,2,114,293,10.0,0.5588888888888889,0.57,1.0,1.0,-0.2177777777777778,-0.2177777777777778,35-50,High,0.413055,-0.5338865726508878,-0.06188888888888894
71,57,Male,Software Engineer,6.17,118,7.94,6.07,8.04,1,44,28,8.05,0.5633333333333334,0.788,0.7833333333333334,0.7822222222222222,-0.05355555555555558,-0.05355555555555558,50-70,Low,0.7446586941071044,0.016293852293788186,0.08105555555555552
72,38,Male,Researcher,9.88,64,8.93,4.67,10.0,0,84,181,10.0,0.4077777777777778,0.986,1.0,1.0,-0.15155555555555555,-0.15155555555555555,35-50,Medium,0.417031,-0.3743372546890553,-0.010777777777777775
73,33,Male,Doctor,2.78,12,7.06,8.78,3.19,2,82,56,4.12,0.8644444444444443,0.6119999999999999,0.3466666666666667,0.24333333333333332,0.22161111111111106,0.22161111111111106,20-35,Low,4.716407462641142,1.061041481057453,0.3375555555555555
74,35,Female,Software Engineer,2.56,39,7.61,7.56,4.87,3,79,159,5.18,0.7288888888888888,0.7220000000000001,0.46444444444444444,0.43,0.13911111111111113,0.13911111111111113,35-50,Medium,2.2805927076974304,0.7278962563614083,0.25672222222222213
75,41,Female,Doctor,8.73,31,8.23,3.68,10.0,0,70,51,10.0,0.2977777777777778,0.8460000000000001,1.0,1.0,-0.21405555555555555,-0.21405555555555555,35-50,Low,0.302864,-0.6392325379363312,-0.08427777777777778
76,43,Female,Software Engineer,3.62,66,7.76,6.81,6.02,0,28,129,6.53,0.6455555555555555,0.752,0.6144444444444445,0.5577777777777777,0.05633333333333332,0.05633333333333332,35-50,Medium,1.3443091685194324,0.4161210401788949,0.17950000000000002
77,42,Male,Designer,3.99,13,8.71,7.77,4.32,2,82,251,3.92,0.7522222222222221,0.9420000000000002,0.3244444444444444,0.36888888888888893,0.25022222222222223,0.25022222222222223,35-50,High,3.9964037698412698,1.113212306233427,0.3601111111111111
78,58,Female,Software Engineer,5.94,119,5.15,5.61,9.2,1,32,48,8.96,0.5122222222222222,0.23000000000000007,0.8844444444444446,0.911111111111111,-0.2633333333333333,-0.2633333333333333,50-70,Low,0.35048888781055904,-0.7197555102380286,-0.12233333333333332
79,46,Female,Designer,4.43,119,8.54,6.0,7.39,0,87,89,8.79,0.5555555555555556,0.9079999999999998,0.8655555555555554,0.71,-0.028000000000000025,-0.028000000000000025,35-50,Low,0.7888161753499564,0.10068906617204226,0.10633333333333331
80,32,Female,Researcher,3.59,57,5.04,7.2,5.67,4,50,276,5.69,0.6888888888888889,0.20800000000000002,0.5211111111111112,0.5188888888888888,-0.0357777777777778,-0.0357777777777778,20-35,High,1.124780316344464,0.11365470053143377,0.08511111111111108
81,18,Female,Student,9.25,91,6.83,4.13,10.0,0,112,166,10.0,0.34777777777777774,0.5660000000000001,1.0,1.0,-0.27155555555555555,-0.27155555555555555,10-20,Medium,0.28207899999999997,-0.8145154895956167,-0.13677777777777778
82,42,Male,Software Engineer,2.16,45,6.61,7.16,4.26,1,82,276,3.81,0.6844444444444444,0.522,0.31222222222222223,0.3622222222222222,0.133,0.133,35-50,High,2.9159488866708565,0.6783491700131274,0.2351666666666666
83,24,Male,Student,4.64,89,8.16,5.68,7.51,3,4,113,8.48,0.52,0.8320000000000001,0.8311111111111111,0.7233333333333333,-0.05061111111111108,-0.05061111111111108,20-35,Low,0.72778433786398,0.006080694125807071,0.0791111111111111
84,26,Male,Teacher,1.03,84,5.99,8.91,2.71,0,36,228,2.9,0.8788888888888889,0.398,0.2111111111111111,0.19,0.2189444444444445,0.2189444444444445,20-35,High,6.791054841582899,1.0512136852830252,0.3268888888888889
85,41,Female,Manager,8.27,109,4.72,3.61,10.0,2,88,76,10.0,0.29,0.14399999999999996,1.0,1.0,-0.3915,-0.3915,35-50,Low,0.170392,-1.2534969128551152,-0.26250000000000007
86,18,Other,Manager,2.52,114,7.53,6.58,5.06,1,2,31,3.93,0.62,0.7060000000000001,0.3255555555555556,0.4511111111111111,0.13733333333333336,0.13733333333333336,10-20,Low,2.4915970189783665,0.6683305833135538,0.2381666666666667
87,25,Male,Designer,7.96,74,7.03,5.31,9.51,0,91,138,10.0,0.47888888888888886,0.6060000000000001,1.0,0.9455555555555555,-0.21516666666666662,-0.21516666666666662,20-35,Medium,0.39252681388012617,-0.5633933693195905,-0.07
88,41,Male,Researcher,2.34,90,8.14,6.57,3.26,3,89,53,3.72,0.6188888888888889,0.8280000000000001,0.3022222222222222,0.25111111111111106,0.22338888888888897,0.22338888888888897,35-50,Low,4.409905006926579,0.9547499317266162,0.31294444444444447
89,28,Male,Researcher,4.75,107,7.79,5.36,8.04,2,10,100,6.42,0.48444444444444446,0.758,0.6022222222222222,0.7822222222222222,-0.035499999999999976,-0.035499999999999976,20-35,Low,0.8089304257528559,0.036140286621309414,0.08216666666666667
90,34,Female,Software Engineer,7.55,58,8.47,3.5,10.0,4,10,92,9.55,0.2777777777777778,0.8940000000000001,0.9500000000000001,1.0,-0.19455555555555556,-0.19455555555555556,20-35,Low,0.3104188481675393,-0.5829881294875368,-0.0692777777777778
91,25,Male,Manager,3.44,64,8.2,8.3,4.38,0,6,28,4.97,0.8111111111111112,0.8399999999999999,0.44111111111111106,0.37555555555555553,0.20861111111111116,0.20861111111111116,20-35,Low,3.126521687200831,1.0011719849264453,0.33055555555555555
92,52,Male,Student,3.83,32,7.43,8.8,2.74,0,89,129,1.14,0.8666666666666667,0.6859999999999999,0.015555555555555545,0.19333333333333336,0.33594444444444443,0.33594444444444443,50-70,Medium,20.93225765142784,1.4413981323015752,0.4330555555555555
93,52,Male,Manager,7.01,45,6.33,6.68,9.17,1,110,293,9.75,0.6311111111111111,0.466,0.9722222222222222,0.9077777777777778,-0.19572222222222221,-0.19572222222222221,50-70,High,0.47294018958141093,-0.4301874270522784,-0.03861111111111118
94,50,Female,Manager,2.69,81,4.1,7.48,5.46,3,67,232,5.83,0.7200000000000001,0.019999999999999928,0.5366666666666666,0.4955555555555555,-0.07305555555555554,-0.07305555555555554,50-70,High,0.9634390766466238,-0.0009887087604026346,0.05055555555555556
95,22,Female,Doctor,9.57,53,5.54,3.15,10.0,1,18,22,10.0,0.23888888888888887,0.308,1.0,1.0,-0.3632777777777778,-0.3632777777777778,20-35,Low,0.17451,-1.1794877372535297,-0.23938888888888893
96,59,Female,Manager,2.7,65,7.64,7.08,5.0,4,33,56,5.42,0.6755555555555556,0.728,0.4911111111111111,0.4444444444444444,0.11700000000000005,0.11700000000000005,50-70,Low,1.9959852398523985,0.6292379223642587,0.23133333333333328
97,56,Male,Student,7.75,3,4.3,5.19,9.21,4,9,285,7.27,0.4655555555555556,0.05999999999999996,0.6966666666666667,0.9122222222222223,-0.27083333333333337,-0.27083333333333337,50-70,High,0.3333049567855047,-0.773483597420519,-0.14383333333333337
98,58,Male,Manager,8.22,53,7.78,4.2,10.0,0,1,291,10.0,0.35555555555555557,0.756,1.0,1.0,-0.2221111111111111,-0.2221111111111111,50-70,High,0.32676,-0.6408134186075528,-0.08655555555555561
99,45,Male,Software Engineer,4.37,113,6.58,5.54,8.33,4,70,57,7.21,0.5044444444444445,0.516,0.69,0.8144444444444444,-0.12099999999999997,-0.12099999999999997,35-50,Low,0.606953460996049,-0.24453552417811414,0.004666666666666708
100,24,Male,Manager,2.41,3,8.34,8.31,3.28,2,107,151,3.25,0.8122222222222223,0.868,0.25,0.2533333333333333,0.2942222222222223,0.2942222222222223,20-35,Medium,6.501444652908068,1.284227924558908,0.40061111111111114
101,26,Male,Teacher,2.49,118,7.3,7.86,2.57,0,34,148,1.63,0.7622222222222222,0.6599999999999999,0.06999999999999999,0.17444444444444443,0.2944444444444444,0.2944444444444444,20-35,Medium,13.696975483994176,1.252485338774627,0.38288888888888883
102,25,Male,Manager,9.87,16,7.99,4.84,10.0,2,31,273,9.87,0.42666666666666664,0.798,0.9855555555555555,1.0,-0.19022222222222218,-0.19022222222222218,20-35,High,0.39180952380952383,-0.49940262130269364,-0.04827777777777781
103,29,Female,Designer,7.53,111,4.86,5.73,9.16,4,14,134,9.44,0.5255555555555556,0.17200000000000007,0.9377777777777777,0.9066666666666667,-0.2867222222222222,-0.2867222222222222,20-35,Medium,0.3220500888165199,-0.7924675129670755,-0.14194444444444446
104,51,Male,Researcher,5.05,79,4.86,5.43,8.59,1,11,199,7.23,0.49222222222222217,0.17200000000000007,0.6922222222222223,0.8433333333333333,-0.21783333333333332,-0.21783333333333332,50-70,Medium,0.424917519647955,-0.5820588428696722,-0.09183333333333335
105,50,Male,Doctor,3.32,72,5.06,7.51,4.53,0,62,195,5.48,0.7233333333333333,0.2119999999999999,0.4977777777777778,0.39222222222222225,0.011333333333333265,0.011333333333333265,50-70,Medium,1.5307761718309403,0.28520885958535075,0.12816666666666662
106,40,Female,Freelancer,1.17,89,5.67,7.7,1.0,1,110,234,1.89,0.7444444444444445,0.33399999999999996,0.09888888888888887,0.0,0.2448888888888889,0.2448888888888889,35-50,High,23.1,1.0675830037230984,0.3242777777777778
107,41,Female,Student,7.03,73,8.52,5.77,7.95,0,107,184,7.49,0.5299999999999999,0.9039999999999999,0.7211111111111111,0.7722222222222223,-0.01483333333333342,-0.01483333333333342,35-50,Medium,0.8255938735924627,0.13179903033556178,0.11283333333333326
108,54,Female,Researcher,9.61,70,7.87,4.87,10.0,1,76,91,9.78,0.43,0.774,0.9755555555555555,1.0,-0.1928888888888889,-0.1928888888888889,50-70,Low,0.3918905930470348,-0.5074370389239736,-0.05111111111111116
109,52,Female,Researcher,1.96,72,5.82,8.95,1.49,3,42,132,2.59,0.8833333333333333,0.36400000000000005,0.17666666666666664,0.05444444444444444,0.2540555555555556,0.2540555555555556,50-70,Medium,13.49770671918323,1.1671103790095465,0.35394444444444445
110,57,Male,Manager,7.79,54,8.59,4.85,9.32,0,71,65,9.45,0.42777777777777776,0.9179999999999999,0.9388888888888888,0.9244444444444445,-0.1293888888888889,-0.1293888888888889,50-70,Low,0.473028362513341,-0.29440013777515395,0.006555555555555509
